symbol,returns
BHFAM,-0.21441995556770463
BHFAN,-0.22799738254682567
BHFAO,-0.26859662233269554
BHFAP,-0.23185248014316756
BHRB,-0.058470898932335716
BIB,-0.2167171063927202
BIDU,-0.010718245532631215
BILI,0.5030534911696881
BIRD,-0.1796189262679957
BIS,0.10090790777328154
BITS,0.4560252210450169
BJK,0.15542177439924845
BJRI,0.19748032937838336
BKCH,0.24387597112566353
BKHA,0.08374388309512146
BKHAU,0.010576982152534711
BKIV,0.17113330007914243
BKNG,0.5085704274160376
BKR,0.23409404129847378
BL,0.1889730525195987
BLBD,-0.11335016895242989
BLCN,-0.07749073983893962
BLDE,0.2616958950177489
BLDP,-0.09589291003817783
BLFS,-0.052100832389409435
BLFY,-0.19230773823943878
BLIN,0.6900000754992187
BLKB,-0.19185099442923578
BLTE,0.2570103239237467
BLZE,-0.13328079600816609
BMAX,0.14150943396226415
BMBL,-0.12855581472633773
BMHL,0.04999995231628418
BMR,-0.2754663875841951
BMRA,0.4140808258258508
BMRC,0.23618214254422407
BNR,0.028070161985204106
BNTC,0.21978021056708827
BNTX,0.3141669425322754
BOED,-0.2609220026549532
BOEG,0.3689900669700285
BOEU,0.7644984818354341
BOKF,0.028057085493188437
BOSC,0.6533333460489908
BOTJ,0.05513507639866384
BOTT,0.25416077350152627
BOTZ,0.1370385988821386
BOWN,-0.13301893871167242
BOWNU,0.22483540146682823
BOXL,-0.28783337275187176
BPMC,0.17328268090045942
BPOP,0.15384512573537765
BPRN,-0.12303732605250739
BPYPM,0.05635323915649234
BPYPN,0.13921281856458606
BPYPO,0.17339344566678783
BPYPP,0.06665523773371548
BRAG,-0.25301201457299727
BREA,0.03330238204194245
BRFH,-0.09411769490753356
BRID,-0.15536904338616178
BRKD,-0.03493382965216649
BRKL,0.0852769441740901
BRKU,-0.008732128463269685
BRRR,0.747246996751006
BRTX,-0.018749981839210065
BRZE,-0.2981468607404665
BSBK,0.08967395547235092
BSET,0.3595635559358281
BSRR,0.11479796864467354
BSVN,0.15671340466592418
BSVO,-0.039130926997816555
BSY,0.2191318660011981
BTBD,0.04347830593924006
BTBT,-0.16197184659355926
BTCT,0.5435897009534175
BTDR,0.47187495343387315
BTF,0.3352099285184952
BTFX,0.9617402693734186
BTGD,0.9190367013407847
BTSG,0.6283540634967606
BTSGU,0.5349059486312925
BUG,0.22278028358185137
BULD,0.10890797637128415
BULL,0.39008050835359925
BUSE,-0.12485898052584253
BVFL,0.13742070943827775
BVS,-0.1231292169678515
BWAY,0.534191414031905
BWB,0.16594823658631733
BWBBP,0.13063635942575638
BWEN,-0.12140578292240534
BWFG,0.5283207560719118
BWIN,-0.06771930895353619
BWMN,0.036960936224506066
BWMX,-0.10400629200633156
BYFC,0.47191009530313627
BYON,-0.25460633812364614
BYRN,1.4440929530707711
BYSI,0.005168015487474214
BZ,0.43386622195133684
BZFD,-0.1458333540293897
BZUN,0.12248998618034
CAAS,0.061851906141957375
CAC,0.07539074462221917
CACC,-0.09440245897289702
CADL,0.1261912041243245
CAI,0.026785714285714284
CAKE,0.7544812246900834
CALC,-0.09759040975937419
CALM,0.5766799299520032
CAMT,-0.022436864733465012
CAN,-0.2135437777909693
CANC,-0.07197865828247715
CAPNU,0.04499998092651367
CAR,1.0393927492437982
CARE,0.11615907168904314
CARG,0.33598727118176264
CART,0.36313653756853015
CARV,0.2904123781023602
CARZ,0.15450495595441185
CASH,0.18286449580354353
CASS,0.03378124670274606
CASY,0.36094307557299976
CATY,0.09430545658046956
CBAN,0.1206936570753475
CBAT,-0.2477612006688175
CBFV,0.39059457771536404
CBNK,0.3972707600587481
CBRL,0.43691963150868374
CBSH,0.01606600190245968
CCAP,-0.13216653284187252
CCB,0.9130765928823061
CCBG,0.17398079680141657
CCCM,0.030887572617735275
CCCMU,0.12623758122519385
CCCS,-0.09592763812850265
CCEC,0.4902095601700913
CCG,-0.08843930372955561
CCGWW,-0.1696969645657158
CCIR,0.05879397481015411
CCIRU,0.20100002288818358
CCIXU,0.07396449453711106
CCLD,0.06956525615122539
CCLDO,1.155637648935364
CCNE,-0.03766350428680665
CCOI,-0.2386775609248997
CCRN,-0.16817359470715934
CCSI,-0.01079966028858991
CDNS,0.28079530661891605
CDRO,0.09610386875954835
CDW,-0.20038047996297412
CDXS,-0.14305552225789817
CDZI,-0.14181290137278904
CDZIP,0.2783303271487928
CECO,0.13895368358846955
CEG,0.8898387835820836
CELH,0.009598992164817051
CELU,0.06953643691168045
CELZ,-0.25561793877491157
CENT,-0.0011387141478065828
CENTA,0.06106193515194985
CENX,0.5040160605398091
CEPI,0.011060637428020497
CEPO,0.13714424746035586
CEPT,0.007220209770479511
CERT,-0.28594457473689106
CEVA,0.1681591590357698
CFFI,0.1931302871424174
CFFN,0.01903824773027036
CFLT,0.10760783018606582
CFSB,1.023460387593089
CG,0.3641322215581889
CGBD,-0.10672247858625615
CGEN,-0.12280703711243039
CGNT,0.22721264876988298
CGNX,-0.2957755965424269
CGON,-0.1643791774998854
CHA,-0.28113438094833804
CHCI,0.9152276339788925
CHCO,0.08155725673450172
CHDN,-0.22762095406013225
CHEF,0.526718643388768
CHKP,0.2013688391503741
CHMG,0.11523493802248487
CHNR,-0.23897062078324535
CHPS,0.08340675063172841
CHRD,-0.29968855228791647
CHRW,0.17217974093409996
CHTR,-0.19950438855988661
CHX,-0.22829643184690607
CHYM,-0.0905416479409681
CIBR,0.34206752650177896
CIFR,0.09694792553156427
CIGI,0.034952869620845026
CINF,0.1975577061632911
CING,0.2300468285405605
CIVB,0.1988486144052458
CJET,-0.22751512278231886
CJMB,0.16585373682751858
CLBK,-0.1946039224153647
CLBT,0.05832722447681029
CLFD,0.07059588878764678
CLIR,-0.28183905403181575
CLLS,0.3009049549205494
CLMB,0.5186710661132545
CLMT,0.31358604748846175
CLNE,-0.15551180584992846
CLNN,-0.24778758634629539
CLOD,0.3261155180539505
CLOU,0.18956863982228178
CLOV,0.6751412124972286
CLPS,0.2812126738852692
CLPT,0.5879857199532645
CLSK,-0.27076123696411
CLST,0.025104618872233416
CLWT,-0.2098709601700986
CMCSA,-0.1451053579621154
CME,0.44798811042286835
CMMB,-0.06779654852722472
CMPO,1.0947998099769334
CNFR,0.06666667108182565
CNFRZ,0.18838567262169517
CNOB,0.04532701390844999
CNTA,0.4516432480661902
CNTB,0.6156079089521503
CNTY,-0.07664234942191761
CNXC,-0.09351144223859792
CNXN,-0.04836438394704833
COCH,-0.228155302163151
COCO,0.5945090270966777
COCP,-0.1893658216840656
CODA,0.11988299364495988
COEP,1.3891050684729829
COFS,0.1460710782824178
COGT,0.29712458571282174
COIN,0.6171199706343232
COKE,0.08304228656417349
COLB,-0.005596232464540019
COLL,-0.09601600838992876
COLM,-0.22387430705607833
COMT,0.06320196496674763
COO,-0.20521538849113957
COOP,0.712583271082635
COPJ,0.3513515959996582
COPP,-0.02534175758043715
CORT,0.9036409318178971
CORZ,0.42311704446366644
COST,0.14864218745762858
COWS,0.0976292219490818
COYA,-0.09875686441358907
CPHC,-0.16295545630176603
CPIX,1.4195805350063093
CPRT,-0.09578843217882882
CPRX,0.1962242788901675
CPSH,0.5562130327773337
CPSS,-0.07290588605416515
CRAI,0.009112009899023424
CRBU,-0.031779581609723516
CRCT,-0.07119279107759678
CRDF,0.650000067379165
CRESY,0.5985315556476971
CRGO,0.7142857142857143
CRMD,1.4722222476942937
CRMG,0.17758278256514298
CRMT,-0.2483468151063126
CRNT,-0.1346863484866667
CRON,-0.13803347775779207
CROX,-0.20470148286970266
CRSP,0.11452986236311431
CRSR,0.13788963998680864
CRUS,-0.2066662239101344
CRVL,-0.1381164546202091
CRVS,0.6468532205974653
CRWD,0.8217225587647037
CRWL,0.41303048634085243
CSB,0.009380390530352901
CSBR,0.3072289566161491
CSCI,-0.2767695590632461
CSCL,-0.015664881372625533
CSCO,0.4499366777075395
CSGP,0.18365276116974236
CSGS,0.38004458574657707
CSIQ,-0.26662741577382953
CSPI,-0.25054084738702886
CSTL,-0.2526100935362701
CSW,-0.0638484527827032
CSWC,0.009735012548068678
CSX,0.0580944990793205
CTAS,0.16132610793695004
CTBI,0.14225127815000072
CTEC,0.061094859170577435
CTLP,0.4321705899153497
CTRN,0.6046137782613002
CTSH,0.03135763845159821
CTSO,-0.20834714256327155
CUBA,0.18313587419939592
CUBWU,0.06606605230564852
CUE,0.30293659272773604
CUPR,0.8722891090050867
CV,0.2242856706891741
CVAC,0.4836512420893107
CVBF,0.059514811097203975
CVCO,-0.009982078821626272
CVGW,0.15964722583328475
CVKD,0.7451703106915509
CVLG,-0.03449743155196595
CVLT,0.3367289093990799
CVRX,-0.09385121858378856
CVV,0.00012593545510653257
CWBC,0.038326037751288435
CWCO,0.06283451556761177
CWST,0.05957029671117221
CXDO,0.4531644814749068
CXSE,0.4741308643099576
CYBR,0.4848519699748137
CYCN,-0.16766465783542336
CYRX,-0.1411024811935839
CZFS,0.09131965523559857
CZNC,-0.001842411005839872
CZR,-0.1841456817408139
CZWI,0.17307183477371202
DAAQ,0.009615421647857579
DAAQU,0.06985834651410362
DAIO,0.25769234648823175
DAKT,0.15326975158213788
DAPP,0.5095326494699606
DASH,1.3192755191879024
DATS,0.5740740400064903
DAX,0.39075275668404763
DBX,0.1668745380763794
DCBO,-0.18058455457734807
DCOM,0.22241103496405135
DCOMP,0.10942317905553546
DCTH,0.40073080956959317
DDI,-0.16551125248924287
DDOG,0.2834549149489422
DECO,0.5749524904358392
DEFT,0.7262940764064206
DERM,0.3882882268308269
DGICA,0.25842819463846184
DGICB,0.2976525100502836
DGII,0.3128823173177778
DGRS,-0.03651463124277648
DGXX,1.462408829910359
DH,-0.29396979887455243
DHC,0.02554624375749548
DHCNI,0.27936493661294115
DHIL,-0.005765636724244851
DJCO,-0.11134141199739826
DKNG,0.21048187011355501
DLLL,0.11989664615148918
DLO,0.4859358717843507
DLPN,-0.23529416714572438
DLTR,0.11307117407441374
DMAC,0.3520000457763672
DMAT,0.37259026425254693
DMLP,-0.0008400407162032518
DNTH,-0.22106725340216532
DOCU,0.4506903015101947
DOMO,0.9383971996653013
DOOO,-0.29425627152830364
DORM,0.23090870114518547
DOX,0.02203767332594056
DPZ,0.11935435254989603
DRIV,0.10397070606506573
DRS,0.7053100486162952
DRTS,0.43432913317944466
DRVN,0.32683312276124576
DSGN,-0.19435997009277345
DSGR,-0.11057832618577702
DSGX,0.07360386844595564
DSP,0.24074070952244597
DSWL,0.30578983275789623
DSY,0.193423406153025
DTCK,-0.20132745346697012
DTSS,-0.2119999935222124
DTST,-0.06470586860331122
DUOL,1.0053901457424503
DVAX,-0.016853906652344243
DVIN,0.014924206417537814
DVQQ,0.006138052428673766
DVXB,0.0020403807307437178
DVXC,-0.015143240074347223
DVXE,0.0054763115398207395
DVXK,-0.0045965771723412985
DVXP,-0.013489308865542487
DVXY,-0.0004764963317886904
DWAS,-0.06493389251899426
DWSH,0.016298681190715036
DWTX,-0.12511414697924308
DXCM,0.3221694840288673
DXPE,1.1053432382478274
DXR,0.11666668785942926
DYAI,-0.2027971835595545
DYNX,0.13520405953847028
DYNXU,0.21987947509995628
EA,0.038694376276506307
EBAY,0.47416637963986585
EBC,-0.008611611940111005
EBIZ,0.344274984673814
EBMT,0.134886731097991
EBON,-0.28319468824054556
EBTC,0.41244208860456244
ECBK,0.1532430943068361
ECOR,0.21558866810371516
ECPG,-0.2408882219985185
ECX,-0.05588236820326502
EDTK,-0.13777775234646267
EEFT,0.042177641728230915
EFOI,0.614814835745938
EFSC,0.08119254596765478
EFSCP,0.10697944606729033
EGAN,-0.0915395067850422
EGBN,-0.2218602902328987
EGGQ,0.18353568212129115
EH,0.4973943721722306
EHTH,-0.2739212118284245
EKG,0.1482926842406359
ELBM,-0.14813532955112763
ELDN,0.2087719468492189
ELFY,0.2861618790934897
ELIL,-0.120181936910125
ELIS,-0.0334258443316251
ELSE,0.20974484833415968
ELTK,0.05235952993473061
ELTX,1.0476674682625204
ELVA,0.7944664083767286
ELVN,-0.2370105498068989
EM,0.47058819494194376
EMBC,-0.23978301567630286
EMEQ,0.26003592490616395
EML,-0.15091496442294555
EMPG,-0.2375171976531719
ENLT,0.6432786535044186
ENLV,-0.10218977022453025
ENSG,0.022925136723121728
ENTG,-0.27104997695269484
ENTO,-0.2771386200135174
ENTR,0.31631967290444807
ENTX,0.43037970194811365
ENVX,0.04152130287485224
ENVXW,0.06724135407936642
ENZL,0.04021226818632507
EOLS,-0.2502021257608868
EPOW,0.3813813886378513
EPSN,0.17042253079521325
EQIX,0.05224378620586918
ERIC,0.13504674150657917
ERIE,-0.15695660348126111
ERII,-0.03638257526690984
ESCA,-0.07129578613428927
ESEA,0.8104970020820417
ESGL,1.2722312510393867
ESLT,1.4895057643535612
ESOA,0.4342065498533755
ESPO,0.6002729823169317
ESQ,0.7054994952662217
ESSA,0.10026197159693519
ESTA,-0.09328523323922504
ETEC,0.026845226854996174
ETHA,0.1417913966582676
ETNB,0.054347827213698414
ETOR,0.19596151205209586
ETSY,-0.010865825203484867
EUDA,-0.09052919694577159
EVCM,-0.03893946356568959
EVER,-0.007375797064030715
EVGO,-0.051451170238919326
EVGOW,-0.2903225899486958
EVLV,0.9540889950564231
EVO,-0.10294122361217353
EVRG,0.25391052983336565
EWBC,0.21763160726094744
EWJV,0.1313173313704309
EWTX,-0.20576821134395293
EWZS,0.03003356068329043
EXAS,0.06979807307556442
EXC,0.22262425877122952
EXE,0.30197462212885967
EXEEL,0.4373787727436882
EXEEW,0.5101327797218461
EXEEZ,0.40851187713803616
EXEL,0.9301167617562331
EXFY,0.18157890196322016
EXLS,0.2272463812344316
EXOZ,0.16416186577071992
EXPD,-0.05747927601741404
EXPE,0.46672849552395956
EXPI,-0.20721151270333785
EXTR,0.2868911248923274
EYE,0.7410587231460175
EYPT,0.08658919447755115
EZPW,0.31571143586507167
FA,0.06775699711145879
FAB,0.022783536853809617
FANG,-0.22260450716648011
FAST,0.35598848076579315
FAT,-0.18645707490184235
FATBB,-0.12053256973366122
FBIO,-0.10909091106131052
FBIOP,-0.2159730572533902
FBIZ,0.08204470820901826
FBL,0.9065167716379916
FBLA,0.006745356325623018
FBNC,0.25488914565760473
FBOT,0.24796831135977238
FBRX,-0.16487456789836497
FBYD,-0.177224497689339
FCA,0.450110291849201
FCAP,0.218809278607846
FCBC,-0.0664424322411612
FCCO,0.1519842146460025
FCFS,0.11214827898053777
FCNCA,-0.019259472656683877
FCTE,0.004562966405904261
FCUV,0.10961542164785758
FDBC,-0.1804436515907742
FDIG,0.2812497999208241
FDIV,-0.007796772267744696
FDNI,0.5197331428721704
FDSB,0.3160975386456745
FDTX,0.28626290153292067
FDUS,0.20693830882823355
FEIM,1.1547837113909745
FELE,-0.10267910289428862
FEMY,-0.24986897389222815
FENC,0.3779904895703089
FFBC,-0.038881617782863934
FFIC,-0.1898566296660493
FFIN,-0.033788181095294946
FFIV,0.6941832384789224
FGBI,-0.15377117207928312
FGF,-0.21339625232624557
FGFPP,0.18910074665982488
FGM,0.5048631836213355
FHB,0.038406604890963564
FHTX,-0.0241228009023655
FIBK,0.010059373676522168
FINE,0.033818198700633684
FINW,0.4032921623353106
FINX,0.36050827408565705
FISI,0.10383339935505681
FITB,0.04653483023840657
FIVE,0.983036690047777
FIZZ,-0.04951715508692682
FJP,0.17289939179783606
FKWL,-0.05607482153980292
FLEX,0.5768626434941092
FLGT,-0.20809747157971567
FLL,-0.15398227803082967
FLN,0.10030699488110674
FLXS,0.004754852514121397
FLYE,0.14495788806829268
FMAO,0.009145055795056119
FMBH,0.04265161252003059
FMED,-0.015605813685253392
FMET,0.2022293233389009
FMFC,0.6749999376860545
FMNB,-0.05253403553203215
FNGR,0.04400994559571243
FNK,-0.004716016156818722
FNLC,-0.032132308992120336
FNWB,-0.22043241059611773
FNWD,-0.01186159103469002
FNX,0.046407203751994516
FONR,-0.11810161136215527
FORA,-0.21572579133336936
FORTY,0.5647082477910178
FOSL,0.44968998190975873
FOSLL,0.3944776072390793
FOX,0.492484043077381
FOXA,0.5113341168086077
FPA,0.31373285698157294
FPAY,0.21296286178224283
FRAF,0.3998241426638367
FRBA,0.0175031239502164
FRDU,-0.005860535487523434
FRHC,1.1112704405681368
FRME,0.028454848262000083
FROG,0.11555670428245186
FRPH,-0.08208955610147768
FRSH,0.05634860829114823
FRST,-0.07402790595431882
FSBC,0.0784811545329101
FSBW,-0.031654368808201105
FSCS,0.08220175714096332
FSEA,0.26086963282190473
FSFG,0.27351825074367175
FSGS,0.022941482262588367
FSLR,-0.17350268281919845
FSTR,0.0757180072140608
FSV,0.13054883588448643
FTAI,0.02343784604416262
FTCI,0.3980099284139317
FTDR,0.4852011357819966
FTHM,-0.17187496410527497
FTLF,-0.20918989119118644
FTNT,0.830806774913051
FTXH,-0.05430685334462976
FTXL,0.054291412437866074
FTXN,-0.05218389188904173
FTXO,0.19143077475746353
FTXR,0.10934222737027205
FUFU,-0.1372093317249506
FULC,-0.09489918882253015
FULT,-0.017308694858062593
FUNC,0.23653626346134968
FUSB,0.29362834313225367
FVCB,0.03456406519087122
FVNNR,0.6363637102536923
FVNNU,0.048999977111816403
FWONA,0.24918958292952878
FWONK,0.26670379097460184
FWRD,0.3313614827058349
FWRG,0.10211947230265128
FXNC,0.30837673539323296
FYC,0.15231021099756542
FYT,-0.06333709706900116
FYX,0.03332248854678407
GABC,0.013387984705565346
GAIA,-0.16089612757715438
GAIN,0.15439777284302864
GAMB,0.1659663705601554
GANX,0.4601769762131049
GASS,0.05529948448850976
GAUZ,-0.283513207173166
GCBC,-0.2868548016708753
GCMG,0.1245701488670497
GCT,-0.18769549991693055
GDEN,-0.06371415674965004
GDEV,-0.2807695818152586
GDST,-0.04278079184375585
GDTC,0.10588231911708834
GDYN,-0.18931656984087647
GECC,0.17292064193873402
GECCO,0.08768923485057296
GEG,0.1696702494297113
GEHC,-0.04369628407917181
GEN,0.19340723232172083
GENVR,1.3696741606784664
GEVO,1.466101877273627
GFS,-0.20639083322607277
GGAL,0.9045903096654191
GGLL,0.04962871323583558
GGLS,-0.14977034685028948
GH,0.2611961584872692
GHRS,0.22775509892677775
GIFI,0.0764171763116723
GIGM,0.10769239233796019
GIII,-0.09851851286711516
GILD,0.5094740956683205
GILT,0.6706783243087296
GLAD,0.2913675298648338
GLBAV,0.058461585411658655
GLBE,0.02223206974291231
GLBKV,0.09903536610697944
GLBZ,0.024564706396886852
GLDD,0.24021740043095713
GLIBA,0.04215381328876202
GLIBK,0.08472669442318864
GLNG,0.19325997482946156
GLPG,0.2010849744177292
GLRE,-0.014925359325276825
GLSI,-0.2504386901855469
GLUE,0.2297592285463719
GMAB,-0.18311096335707294
GNFT,-0.012213013151564133
GNLX,0.5568181264006414
GNOM,-0.21937742482926673
GNTA,-0.09929079773052568
GNTX,-0.09524718281272093
GOGL,-0.2599534973925643
GOGO,0.76284151182921
GOOD,-0.03348847227119299
GOOG,0.13350531595266016
GOOGL,0.13841435256157367
GOSS,0.8921568467038631
GPATU,0.0564915447179676
GPRO,-0.11935480546504622
GRAB,0.6012085445186559
GRAL,1.4919041139744607
GRAN,0.041304361121641264
GRCE,0.12686563645526738
GREEL,0.025262478803715748
GRFS,0.30350196381455374
GRNQ,1.0242988627991387
GROW,-0.027566964285714285
GRPN,0.8881424753707492
GRVY,-0.20072617763046688
GSAT,0.38767506601723495
GSBC,-0.03016768123009697
GSHD,0.018498406450064852
GSIT,0.5880271381969749
GSM,-0.13628141881710873
GSRT,0.09261133109863376
GSRTU,0.17617620312366053
GT,-0.08488176532846187
GTBP,-0.25912410061159585
GTEC,0.014450853111279735
GTLB,-0.08164556245067933
GTM,0.012820468497760636
GTX,0.5061045816050725
GWRS,-0.19792132490533143
GYRO,0.10073705899740715
HAFC,0.23949891953014651
HALO,0.04741296548658398
HAS,0.22374505121618035
HBAN,0.1526231638428162
HBCP,0.2995301895317935
HBNC,0.038593066843497906
HBT,0.13427296928140312
HCHL,-0.15799999237060547
HCKT,-0.09390939927925554
HCM,-0.0142232067349855
HCOW,0.00459358667193392
HCSG,0.1358131174597549
HDL,0.3595206027932625
HDSN,-0.009230790475167141
HEAL,0.1704769777900171
HECO,0.4416686137619279
HEPS,-0.20127798447491393
HERO,0.4327120850096574
HERZ,0.2021497572245603
HFBL,0.16076583275105524
HFFG,-0.17857144962487392
HFSP,-0.06771004530181322
HFWA,0.08366503492692999
HGBL,-0.07081543659047913
HIFS,0.03096496568652151
HIHO,-0.06366587562348192
HIMX,0.3990273997321866
HITI,0.23118276572086915
HKIT,-0.060402706578896626
HLIT,-0.23234038657330452
HLMN,-0.18762573942143435
HLNE,0.116701069207994
HLVX,0.14095743955692697
HMST,-0.049387128449480254
HNNA,0.7015860183485276
HNRG,1.106274120801719
HNST,0.3140161589957578
HNVR,0.2839441515767847
HOFT,-0.19283593271018679
HOLX,-0.17309136286239865
HON,0.14355206600395165
HOND,0.11133396458855267
HONDU,0.13500003814697265
HONE,-0.06551736379650483
HOPE,-0.16241197916827452
HOUR,0.8775510179256708
HOVNP,0.20985699276713032
HQI,-0.1887087391113958
HQY,0.1987501823253735
HRMY,0.054257809019243805
HROW,0.4516128218000007
HRTS,-0.13736215340069075
HRZN,-0.22585118185112418
HSCS,-0.15085160677294374
HSIC,-0.014971312110657496
HSII,0.31632993292002043
HSPO,0.09647426008117153
HSPOU,0.09408603988272882
