Date,NormalizedPrice,Market
2025-02-01,232.92723345565855,Japan
2025-03-01,232.9842135362888,Japan
2025-04-01,235.77052415352307,Japan
2025-05-01,241.64539772541977,Japan
2025-06-01,233.60716420329783,Japan
2025-07-01,226.6043551248003,Japan
2015-08-01,100.0,China
2015-09-01,99.60737092484327,China
2015-10-01,116.94610458429703,China
2015-11-01,123.91692112124434,China
2015-12-01,124.7301927925823,China
2016-01-01,106.30475328141598,China
2016-02-01,103.98905841293457,China
2016-03-01,112.21956985278646,China
2016-04-01,116.72475296446345,China
2016-05-01,117.70231270187085,China
2016-06-01,114.29932062880698,China
2016-07-01,121.12004479975842,China
2016-08-01,141.8172245597971,China
2016-09-01,148.8945834418161,China
2016-10-01,149.25558732371866,China
2016-11-01,139.91312644921453,China
2016-12-01,131.07510345505943,China
2017-01-01,148.67201309666763,China
2017-02-01,161.40852949826063,China
2017-03-01,170.1547709743615,China
2017-04-01,178.51434903037622,China
2017-05-01,188.62562280214388,China
2017-06-01,193.26178869141074,China
2017-07-01,217.072447140525,China
2017-08-01,212.03791226455033,China
2017-09-01,204.54772980894955,China
2017-10-01,209.52240179907523,China
2017-11-01,210.9202847327404,China
2017-12-01,214.71261814244812,China
2018-01-01,241.32810990666576,China
2018-02-01,228.94015743460264,China
2018-03-01,224.5191754816643,China
2018-04-01,214.96228090400993,China
2018-05-01,227.68028468348257,China
2018-06-01,224.2758721274091,China
2018-07-01,218.27025245127197,China
2018-08-01,207.29169398935363,China
2018-09-01,202.13731973785184,China
2018-10-01,171.79150089878246,China
2018-11-01,180.57087018336364,China
2018-12-01,163.1380459584131,China
2019-01-01,189.16815324648434,China
2019-02-01,191.1993465092336,China
2019-03-01,203.20686736321025,China
2019-04-01,208.53653419175703,China
2019-05-01,173.34024979991074,China
2019-06-01,194.65373750775285,China
2019-07-01,190.03949026791892,China
2019-08-01,190.6068793960342,China
2019-09-01,183.50847431795273,China
2019-10-01,192.09873848026592,China
2019-11-01,207.90759024706858,China
2019-12-01,213.61506277306592,China
2020-01-01,210.5096072540158,China
2020-02-01,210.1857465375156,China
2020-03-01,197.05820551582778,China
2020-04-01,209.4697017719123,China
2020-05-01,218.44099048082208,China
2020-06-01,236.48063891657154,China
2020-07-01,255.94234147517886,China
2020-08-01,278.2888623044942,China
2020-09-01,266.1193379285916,China
2020-10-01,277.8325345712352,China
2020-11-01,273.3323373900577,China
2020-12-01,277.51644221973106,China
2021-01-01,313.7184583524298,China
2021-02-01,312.90665088378876,China
2021-03-01,286.9938967180765,China
2021-04-01,289.06108006484067,China
2021-05-01,285.65782150469124,China
2021-06-01,289.4091734512207,China
2021-07-01,248.25306587080075,China
2021-08-01,244.45904107259145,China
2021-09-01,223.86922608582296,China
2021-10-01,242.32696101868189,China
2021-11-01,238.51552577293927,China
2021-12-01,221.85377739112002,China
2022-01-01,232.3014059983071,China
2022-02-01,212.10084265888494,China
2022-03-01,187.8852156145878,China
2022-04-01,189.21951504272545,China
2022-05-01,194.44699125811024,China
2022-06-01,197.4272999927733,China
2022-07-01,180.43397523729342,China
2022-08-01,184.14188876989982,China
2022-09-01,154.11502393566485,China
2022-10-01,118.89625896682665,China
2022-11-01,162.313939294928,China
2022-12-01,171.22130987478812,China
2023-01-01,199.67371886429996,China
2023-02-01,174.14467543657935,China
2023-03-01,190.09184858110316,China
2023-04-01,175.01883863464278,China
2023-05-01,164.62984868530282,China
2023-06-01,180.41431353291415,China
2023-07-01,204.67649140543756,China
2023-08-01,184.92049088706554,China
2023-09-01,173.42557215926283,China
2023-10-01,170.7815600919617,China
2023-11-01,178.68490260687935,China
2023-12-01,163.86802276741597,China
2024-01-01,155.65527694602184,China
2024-02-01,165.04262200875996,China
2024-03-01,167.8101928657631,China
2024-04-01,167.5985565980987,China
2024-05-01,169.53223625765372,China
2024-06-01,170.4536209357729,China
2024-07-01,170.3959270874898,China
2024-08-01,165.76496454543746,China
2024-09-01,199.87600608387402,China
2024-10-01,185.19302254977796,China
2024-11-01,183.32261755802,China
2024-12-01,185.4091265533657,China
2025-01-01,201.34758879410123,China
2025-02-01,216.50711518364125,China
2025-03-01,219.24103580498453,China
2025-04-01,210.5373062754042,China
2025-05-01,222.54209870142967,China
2025-06-01,238.95196106033953,China
2025-07-01,243.31099265519242,China
2015-08-01,100.0,Germany
2015-09-01,91.62787528155941,Germany
2015-10-01,103.73087519767435,Germany
2015-11-01,106.36030281586582,Germany
2015-12-01,103.47591221939966,Germany
2016-01-01,92.71722706337711,Germany
2016-02-01,90.40597285698246,Germany
2016-03-01,98.85497051297446,Germany
2016-04-01,98.84053471821485,Germany
2016-05-01,97.88647408460261,Germany
2016-06-01,90.52253627047978,Germany
2016-07-01,98.2943501780757,Germany
2016-08-01,99.06818495143486,Germany
2016-09-01,99.44987054625997,Germany
2016-10-01,97.57654965174775,Germany
2016-11-01,94.45237575922523,Germany
2016-12-01,101.83071835514258,Germany
2017-01-01,106.2145511602514,Germany
2017-02-01,104.13587691192642,Germany
2017-03-01,106.97915458943125,Germany
2017-04-01,110.33755858151814,Germany
2017-05-01,114.75604206927588,Germany
2017-06-01,113.40694239821383,Germany
2017-07-01,113.03072419502011,Germany
2017-08-01,113.34114076360778,Germany
2017-09-01,122.07133413211035,Germany
2017-10-01,125.63021921619655,Germany
2017-11-01,126.86989664541866,Germany
2017-12-01,125.84493756740228,Germany
2018-01-01,134.97083925146495,Germany
2018-02-01,124.74515041238747,Germany
2018-03-01,124.13892658490862,Germany
2018-04-01,124.3350663911376,Germany
2018-05-01,124.65119200887601,Germany
2018-06-01,119.616167687152,Germany
2018-07-01,123.31974446423513,Germany
2018-08-01,116.18264432808941,Germany
2018-09-01,116.18735840803343,Germany
2018-10-01,106.60246023296774,Germany
2018-11-01,105.06283561417557,Germany
2018-12-01,97.2394305395576,Germany
2019-01-01,105.2070272237885,Germany
2019-02-01,108.02240921575675,Germany
2019-03-01,104.85986984306992,Germany
2019-04-01,114.16649702075237,Germany
2019-05-01,102.24417510862584,Germany
2019-06-01,113.23448845448169,Germany
2019-07-01,108.31520731035253,Germany
2019-08-01,105.52039078528534,Germany
2019-09-01,109.52306273612807,Germany
2019-10-01,118.35738564213115,Germany
2019-11-01,120.0248264440785,Germany
2019-12-01,121.08126063075761,Germany
2020-01-01,115.15302588827818,Germany
2020-02-01,105.15034988943718,Germany
2020-03-01,85.21896696902077,Germany
2020-04-01,96.06972173057787,Germany
2020-05-01,103.22087958918634,Germany
2020-06-01,110.20364146246094,Germany
2020-07-01,114.76051615832081,Germany
2020-08-01,124.78590750415242,Germany
2020-09-01,120.16320807475961,Germany
2020-10-01,102.46407402285443,Germany
2020-11-01,121.37100051784448,Germany
2020-12-01,128.1042165217217,Germany
2021-01-01,126.52776403192142,Germany
2021-02-01,131.05243374268272,Germany
2021-03-01,146.69380891433542,Germany
2021-04-01,149.54867573283235,Germany
2021-05-01,157.03745039711816,Germany
2021-06-01,151.61721871982695,Germany
2021-07-01,153.3169020963017,Germany
2021-08-01,151.68842914498063,Germany
2021-09-01,144.68013289560514,Germany
2021-10-01,154.45023051324,Germany
2021-11-01,142.69808789578298,Germany
2021-12-01,146.32023318885004,Germany
2022-01-01,142.02307570932695,Germany
2022-02-01,130.23127162646378,Germany
2022-03-01,125.67543947936461,Germany
2022-04-01,117.81263954783397,Germany
2022-05-01,122.19769745250984,Germany
2022-06-01,108.01891218958406,Germany
2022-07-01,114.8200674889368,Germany
2022-08-01,106.72923713059103,Germany
2022-09-01,96.69213069354566,Germany
2022-10-01,109.77602475300526,Germany
2022-11-01,124.11062706846356,Germany
2022-12-01,114.07646717861326,Germany
2023-01-01,132.13700217597952,Germany
2023-02-01,131.4886079427427,Germany
2023-03-01,135.76983695895981,Germany
2023-04-01,137.50808775262544,Germany
2023-05-01,130.36959201531866,Germany
2023-06-01,140.2020066886757,Germany
2023-07-01,144.7942913124117,Germany
2023-08-01,139.16974412809307,Germany
2023-09-01,131.2960465601307,Germany
2023-10-01,124.77722935815284,Germany
2023-11-01,139.64806932324564,Germany
2023-12-01,143.41463637555404,Germany
2024-01-01,146.90174613997695,Germany
2024-02-01,159.49567029011934,Germany
2024-03-01,163.6948421825288,Germany
2024-04-01,156.41610752379907,Germany
2024-05-01,159.7489395330824,Germany
2024-06-01,157.69903754299554,Germany
2024-07-01,159.21145007248964,Germany
2024-08-01,163.53311470738404,Germany
2024-09-01,164.04297446594543,Germany
2024-10-01,160.37954617732018,Germany
2024-11-01,160.1090065089142,Germany
2024-12-01,161.27513548341136,Germany
2025-01-01,177.06120547201436,Germany
2025-02-01,180.2241393426638,Germany
2025-03-01,175.1161606944755,Germany
2025-04-01,185.80335196760322,Germany
2025-05-01,194.64179645145973,Germany
2025-06-01,196.86672563084934,Germany
2025-07-01,192.4806925210092,Germany
2015-08-01,100.0,UK
2015-09-01,96.57250160359477,UK
2015-10-01,106.37214397784531,UK
2015-11-01,104.01870162629858,UK
2015-12-01,102.02394506893103,UK
2016-01-01,101.56636526875803,UK
2016-02-01,94.13984346444944,UK
2016-03-01,98.74471147118389,UK
2016-04-01,104.85874593236323,UK
2016-05-01,102.87806885607401,UK
2016-06-01,108.71702194496018,UK
2016-07-01,109.23424506102668,UK
2016-08-01,110.53268286153434,UK
2016-09-01,113.66866078286485,UK
2016-10-01,108.23864988313379,UK
2016-11-01,107.12376579273283,UK
2016-12-01,111.29704333760047,UK
2017-01-01,112.62112192935729,UK
2017-02-01,114.90561103994534,UK
2017-03-01,119.33645069723042,UK
2017-04-01,119.86915442885095,UK
2017-05-01,128.14270298327554,UK
2017-06-01,128.69830477823862,UK
2017-07-01,131.8924730616857,UK
2017-08-01,130.925494037547,UK
2017-09-01,136.46257636981272,UK
2017-10-01,134.1743705184237,UK
2017-11-01,133.5881030792401,UK
2017-12-01,137.4602948936825,UK
2018-01-01,142.00571728758823,UK
2018-02-01,131.25772047887529,UK
2018-03-01,137.9685119638954,UK
2018-04-01,144.5868293053362,UK
2018-05-01,144.11086085302378,UK
2018-06-01,144.49667106086432,UK
2018-07-01,147.06071327508653,UK
2018-08-01,140.80761986841566,UK
2018-09-01,143.81153383280707,UK
2018-10-01,136.8746936746222,UK
2018-11-01,138.55116106759075,UK
2018-12-01,132.2472953985598,UK
2019-01-01,137.023911938053,UK
2019-02-01,138.75341570718558,UK
2019-03-01,145.93076225196634,UK
2019-04-01,149.97186430129008,UK
2019-05-01,143.06590674819844,UK
2019-06-01,148.25906962492562,UK
2019-07-01,144.75782384454976,UK
2019-08-01,141.01442876853162,UK
2019-09-01,144.3598021152315,UK
2019-10-01,146.31931139111083,UK
2019-11-01,145.4539704188525,UK
2019-12-01,147.79035622258237,UK
2020-01-01,145.57397926558735,UK
2020-02-01,129.3946387059187,UK
2020-03-01,115.24404077975856,UK
2020-04-01,116.96394230780143,UK
2020-05-01,115.45753082683541,UK
2020-06-01,116.91882374836769,UK
2020-07-01,118.69390467443195,UK
2020-08-01,115.43317093878571,UK
2020-09-01,110.95727319991596,UK
2020-10-01,103.07345222803131,UK
2020-11-01,117.78785185482414,UK
2020-12-01,119.12607659883717,UK
2021-01-01,120.04192016517644,UK
2021-02-01,117.79976320959989,UK
2021-03-01,123.02075514529457,UK
2021-04-01,129.87793452091944,UK
2021-05-01,134.19258653254988,UK
2021-06-01,132.27227987318676,UK
2021-07-01,128.22212983095264,UK
2021-08-01,126.66346763648403,UK
2021-09-01,127.7799521062862,UK
2021-10-01,135.95098725894687,UK
2021-11-01,127.55563044836406,UK
2021-12-01,136.49346472160278,UK
2022-01-01,144.940539939037,UK
2022-02-01,138.65261219757738,UK
2022-03-01,137.69909497132323,UK
2022-04-01,136.92507584797468,UK
2022-05-01,143.7076584952001,UK
2022-06-01,137.1691673484273,UK
2022-07-01,138.19776654797985,UK
2022-08-01,128.16336595695918,UK
2022-09-01,118.57165315967075,UK
2022-10-01,128.64764628429955,UK
2022-11-01,141.40200434689467,UK
2022-12-01,142.11434935973213,UK
2023-01-01,149.6954598137666,UK
2023-02-01,153.11260251949784,UK
2023-03-01,151.19486288087305,UK
2023-04-01,160.0913843299738,UK
2023-05-01,146.26386692486633,UK
2023-06-01,156.09789121608554,UK
2023-07-01,161.8366549546398,UK
2023-08-01,154.78768014712216,UK
2023-09-01,160.177141507138,UK
2023-10-01,152.31716819713154,UK
2023-11-01,154.5724845961287,UK
2023-12-01,158.9906791164845,UK
2024-01-01,159.8518152290206,UK
2024-02-01,162.13089458998434,UK
2024-03-01,168.9055565354738,UK
2024-04-01,176.23334068866978,UK
2024-05-01,181.43368958105953,UK
2024-06-01,175.4080332024911,UK
2024-07-01,181.9037778387401,UK
2024-08-01,187.1612033037962,UK
2024-09-01,183.8478760789323,UK
2024-10-01,174.81789525061674,UK
2024-11-01,172.10706672465622,UK
2024-12-01,174.1926245700557,UK
2025-01-01,181.40058621875534,UK
2025-02-01,193.87585967316684,UK
2025-03-01,197.15127158648232,UK
2025-04-01,193.7473270592185,UK
2025-05-01,200.9444962728611,UK
2025-06-01,200.96673459324157,UK
2025-07-01,202.4435568590248,UK
2015-08-01,100.0,EU
2015-09-01,95.19845699640184,EU
2015-10-01,102.11288213683292,EU
2015-11-01,100.90516495556516,EU
2015-12-01,96.69534763877044,EU
2016-01-01,91.68082538097194,EU
2016-02-01,88.12864959062102,EU
2016-03-01,94.55466393748752,EU
2016-04-01,97.21403656341595,EU
2016-05-01,95.55576347300507,EU
2016-06-01,89.649434896991,EU
2016-07-01,95.66626748129784,EU
2016-08-01,96.4540391350891,EU
2016-09-01,96.83126515053522,EU
2016-10-01,95.41445984525309,EU
2016-11-01,92.18657944700328,EU
2016-12-01,97.27385246996847,EU
2017-01-01,99.94079268405466,EU
2017-02-01,100.38880576567335,EU
2017-03-01,106.03528201147077,EU
2017-04-01,110.35996685081528,EU
2017-05-01,115.57440464353938,EU
2017-06-01,112.8312651967777,EU
2017-07-01,118.26265355775853,EU
2017-08-01,118.47265452211616,EU
2017-09-01,122.56960240967884,EU
2017-10-01,123.80555312933707,EU
2017-11-01,123.38125066301636,EU
2017-12-01,122.56165669704194,EU
2018-01-01,131.132643539109,EU
2018-02-01,122.81832226606247,EU
2018-03-01,122.1286647791786,EU
2018-04-01,125.31410756565701,EU
2018-05-01,120.70334331782021,EU
2018-06-01,116.34952002934637,EU
2018-07-01,123.77177935871981,EU
2018-08-01,119.41188191155885,EU
2018-09-01,119.33114079788551,EU
2018-10-01,109.50839281962999,EU
2018-11-01,109.25610091309653,EU
2018-12-01,103.13583776341392,EU
2019-01-01,110.22892522390305,EU
2019-02-01,113.76507335227906,EU
2019-03-01,114.40307014729744,EU
2019-04-01,119.87603814147921,EU
2019-05-01,112.76070854347934,EU
2019-06-01,117.82768587780463,EU
2019-07-01,117.40170909811438,EU
2019-08-01,115.62177982480303,EU
2019-09-01,118.75854909600089,EU
2019-10-01,123.30238934433443,EU
2019-11-01,124.76722848288078,EU
2019-12-01,128.47330630458086,EU
2020-01-01,124.42468333725958,EU
2020-02-01,114.67017534521142,EU
2020-03-01,94.77542192822705,EU
2020-04-01,100.26283329096638,EU
2020-05-01,106.97739760508006,EU
2020-06-01,112.05182487652873,EU
2020-07-01,116.75852485714434,EU
2020-08-01,121.71062358643285,EU
2020-09-01,116.94380318503765,EU
2020-10-01,109.96917721788236,EU
2020-11-01,130.5139105596041,EU
2020-12-01,134.90694040083076,EU
2021-01-01,133.67298445339085,EU
2021-02-01,138.3582357078403,EU
2021-03-01,143.8191507394835,EU
2021-04-01,150.34152471453856,EU
2021-05-01,157.15291566611447,EU
2021-06-01,152.27679086314484,EU
2021-07-01,155.72145676875348,EU
2021-08-01,158.49948675660966,EU
2021-09-01,150.05757485980052,EU
2021-10-01,157.6676108223934,EU
2021-11-01,149.0842676393126,EU
2021-12-01,154.7134723130646,EU
2022-01-01,151.9650065251017,EU
2022-02-01,141.69446832177204,EU
2022-03-01,140.48138783804265,EU
2022-04-01,130.6576108680223,EU
2022-05-01,135.85908897866554,EU
2022-06-01,118.83115661948871,EU
2022-07-01,127.5323619986115,EU
2022-08-01,118.28254067080007,EU
2022-09-01,107.34168627525418,EU
2022-10-01,118.16805724235284,EU
2022-11-01,136.05969371767233,EU
2022-12-01,132.26644136671007,EU
2023-01-01,148.05112251860155,EU
2023-02-01,145.42979133063224,EU
2023-03-01,150.83737049988721,EU
2023-04-01,156.33249016263474,EU
2023-05-01,148.385425752563,EU
2023-06-01,153.5824684257883,EU
2023-07-01,160.54998475328227,EU
2023-08-01,153.29751706278338,EU
2023-09-01,145.22750989630634,EU
2023-10-01,141.59066387798802,EU
2023-11-01,156.54086080374816,EU
2023-12-01,163.25160577788907,EU
2024-01-01,163.38935052762045,EU
2024-02-01,170.25467875542077,EU
2024-03-01,176.73894078279173,EU
2024-04-01,171.0366407065727,EU
2024-05-01,180.3334717668957,EU
2024-06-01,170.40096989832725,EU
2024-07-01,176.25378999249142,EU
2024-08-01,183.5698219487035,EU
2024-09-01,185.5168092302508,EU
2024-10-01,175.17287442863793,EU
2024-11-01,170.43376463733526,EU
2024-12-01,167.17428876182666,EU
2025-01-01,180.36518210511667,EU
2025-02-01,187.59508865359976,EU
2025-03-01,189.2202535289723,EU
2025-04-01,196.7126853479834,EU
2025-05-01,207.22766119011558,EU
2025-06-01,208.41676547780392,EU
2025-07-01,207.54736677025002,EU
2015-08-01,100.0,Global
2015-09-01,95.63132575852018,Global
2015-10-01,102.84461080217729,Global
2015-11-01,102.12574732395237,Global
2015-12-01,99.01746785617976,Global
2016-01-01,94.00879014815348,Global
2016-02-01,92.34872582334563,Global
2016-03-01,99.49309640585868,Global
2016-04-01,101.40715073587523,Global
2016-05-01,101.34295951992483,Global
2016-06-01,99.8538243540526,Global
2016-07-01,105.11778520365617,Global
2016-08-01,105.66132539847112,Global
2016-09-01,106.32190011306547,Global
2016-10-01,104.93168269990579,Global
2016-11-01,104.46325216718485,Global
2016-12-01,105.57845802989101,Global
2017-01-01,110.20324628815115,Global
2017-02-01,112.39874548186361,Global
2017-03-01,114.47692243870063,Global
2017-04-01,117.01198585875905,Global
2017-05-01,119.92226506034703,Global
2017-06-01,119.54608715621195,Global
2017-07-01,124.23345135966754,Global
2017-08-01,124.88789099466011,Global
2017-09-01,126.67781260273999,Global
2017-10-01,129.94096621401928,Global
2017-11-01,131.59599631810812,Global
2017-12-01,132.9793342915841,Global
2018-01-01,141.47798602850264,Global
2018-02-01,134.59088720092382,Global
2018-03-01,132.98962919910974,Global
2018-04-01,134.08256871952995,Global
2018-05-01,133.15504802565084,Global
2018-06-01,130.13220508247753,Global
2018-07-01,135.1641517964366,Global
2018-08-01,134.24225201373451,Global
2018-09-01,133.91492997394187,Global
2018-10-01,123.750746349472,Global
2018-11-01,125.73810615512144,Global
2018-12-01,116.97179733484029,Global
2019-01-01,127.19047779062944,Global
2019-02-01,130.05214834177704,Global
2019-03-01,130.90921797219627,Global
2019-04-01,135.57483220865493,Global
2019-05-01,127.75359226835366,Global
2019-06-01,134.32225425081737,Global
2019-07-01,134.4421854055491,Global
2019-08-01,131.40533417474265,Global
2019-09-01,133.90507477219577,Global
2019-10-01,138.90084403921054,Global
2019-11-01,141.46829620921545,Global
2019-12-01,145.4990510268875,Global
2020-01-01,143.26877430675256,Global
2020-02-01,133.3291875226567,Global
2020-03-01,113.00655239036553,Global
2020-04-01,123.29536228021757,Global
2020-05-01,129.4194914035575,Global
2020-06-01,133.48502024508656,Global
2020-07-01,140.42151678698522,Global
2020-08-01,147.83283305940697,Global
2020-09-01,143.50087849152615,Global
2020-10-01,141.36250574295465,Global
2020-11-01,159.00134993174555,Global
2020-12-01,166.2671870373643,Global
2021-01-01,167.48511197484413,Global
2021-02-01,171.50998882622903,Global
2021-03-01,175.06995518374057,Global
2021-04-01,181.54118486969455,Global
2021-05-01,185.70441078216527,Global
2021-06-01,185.31727545694667,Global
2021-07-01,185.94009589912045,Global
2021-08-01,189.53429093241618,Global
2021-09-01,181.51867994267786,Global
2021-10-01,189.82055280501086,Global
2021-11-01,183.45558268926783,Global
2021-12-01,188.38087028076097,Global
2022-01-01,183.4257757522587,Global
2022-02-01,178.1104483675669,Global
2022-03-01,179.20626842139905,Global
2022-04-01,166.32937996818862,Global
2022-05-01,167.98168060244643,Global
2022-06-01,153.2720267014425,Global
2022-07-01,163.02061844591898,Global
2022-08-01,156.17204717697746,Global
2022-09-01,140.48304785872529,Global
2022-10-01,148.37957631162308,Global
2022-11-01,163.7392071489399,Global
2022-12-01,156.57229416828392,Global
2023-01-01,170.89635205840108,Global
2023-02-01,164.5470458966227,Global
2023-03-01,168.75506107764505,Global
2023-04-01,171.98746549913096,Global
2023-05-01,168.22978609417783,Global
2023-06-01,175.56600549892028,Global
2023-07-01,183.69021102254203,Global
2023-08-01,177.23269977262126,Global
2023-09-01,169.5503954128981,Global
2023-10-01,165.18428466328254,Global
2023-11-01,179.50774196594656,Global
2023-12-01,186.49570094691052,Global
2024-01-01,187.23081078317568,Global
2024-02-01,194.58748326206128,Global
2024-03-01,200.16259166113485,Global
2024-04-01,194.6375311318369,Global
2024-05-01,203.05424155391682,Global
2024-06-01,203.14680440051012,Global
2024-07-01,208.94329509958908,Global
2024-08-01,214.03286381547423,Global
2024-09-01,218.23804350336758,Global
2024-10-01,212.0983048635897,Global
2024-11-01,216.9002611113133,Global
2024-12-01,208.51505481377586,Global
2025-01-01,217.57567159768251,Global
2025-02-01,218.87214425741223,Global
2025-03-01,214.0298154749776,Global
2025-04-01,217.9144110239488,Global
2025-05-01,229.47801080876957,Global
2025-06-01,237.96343452417852,Global
2025-07-01,241.12578743482823,Global
